Zone,Apartment_Type,SPL,RT60 (material ac),RT60(seconds),Element,Material,Absortion_Coefficient,Height,Surface_Area(m),Facade_Dampening(Score),Comfort_Index
HD-Urban-V1,1Bed,0.32,0.9,0.948023,Floor,Wood Flooring on Joists,0.1,6,9,6.846305,0.984
HD-Urban-V1,1Bed,0.301,4.5,0.440619,Floor,Thick Pile Carpet,0.5,6,9,7.352406,0.996
Roadside-V1,1Bed,0.461,0.27,0.732584,Floor,Vinyl Tile,0.03,6,9,7.784934,0.971
HD-Urban-V0,2Bed,0.341,2.25,1.198793,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,3,9,6.104735,0.992
MD-Urban-V2,2Bed,0.286,1.8,1.400211,Ceiling,"Plaster Decorative Panels, Ceilings",0.2,3,9,6.824859,0.988
Roadside-V1,2Bed,0.423,3.6,1.141758,Ceiling,"Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool",0.4,3,9,7.551988,0.975
HD-Urban-V1,2Bed,0.323,0.792,0.809681,Window,Double Pane Glass + Unpainted Brick,0.088,3,9,5.233351,0.975
GreenEdge-V3,2Bed,0.167,0.405,1.625966,Window,Insulated Glazing Unit + Gypsum Board,0.045,3,9,7.409898,0.975
Roadside-V2,2Bed,0.35,0.864,0.797474,Window,Glazed Ceramic Tile + Wood Paneling,0.096,3,9,3.318993,0.963
Roadside-V2,2Bed,0.384,0.144,0.859632,Window,Glazed Ceramic Tile + Plaster on Masonry,0.016,3,9,7.759941,0.985
HD-Urban-V0,2Bed,0.352,0.225,0.888817,Door,Sliding Wood Door + Plaster on Masonry,0.025,3,9,7.130573,0.8
Ind-Zone-V0,3Bed,0.546,3.24,0.977074,Wall,Concrete Block (Coarse),0.36,3,9,9.698779,0.494
Roadside-V2,3Bed,0.404,0.18,0.986721,Wall,Plaster on Masonry,0.02,3,9,9.121798,0.496
Roadside-V2,2Bed,0.368,0.63,0.821487,Floor,Wood Parquet,0.07,6,9,6.51212,0.493
Ind-Zone-V0,2Bed,0.515,0.63,0.677238,Floor,Wood Parquet,0.07,6,9,8.171674,0.479
Roadside-V2,2Bed,0.352,2.7,0.822791,Floor,Thin Carpet on Wood,0.3,6,9,8.397686,0.48
HD-Urban-V0,2Bed,0.329,0.45,2.823301,Ceiling,Sprayed Cellulose Fiber (16mm on Solid Backing),0.05,6,9,9.184314,0.473
HD-Urban-V0,2Bed,0.402,1.35,0.875605,Ceiling,"75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.15,6,9,6.284564,0.339
Ind-Zone-V0,2Bed,0.487,4.5,1.107603,Ceiling,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.5,6,0,7.742407,0.308
HD-Urban-V1,2Bed,0.279,0.432,0.893413,Window,Frosted Glass + Plaster with Wallpaper Backing,0.048,6,9,6.068437,0.496
HD-Urban-V1,2Bed,0.372,0.09,0.833373,Window,Glazed Ceramic Tile + Painted Brick,0.01,6,9,6.882021,0.487
HD-Urban-V0,2Bed,0.327,1.521,1.207168,Window,Laminated Glass + Wood Paneling,0.169,6,9,5.48262,0.399
GreenEdge-V3,2Bed,0.195,0.846,0.800677,Window,Double Pane Glass + Plaster with Wallpaper Backing,0.094,6,9,6.79176,0.401
HD-Urban-V0,3Bed,0.382,0.288,1.136167,Door,Plywood Door + Plaster on Masonry,0.032,3,9,7.256913,0.466
HD-Urban-V0,3Bed,0.366,0.36,0.714497,Wall,Plaster with Wallpaper Backing,0.04,6,9,0.982,0.985
Roadside-V2,3Bed,0.355,0.18,0.579832,Wall,Plaster on Masonry,0.02,6,9,9.121798,0.917
GreenEdge-V3,3Bed,0.374,0.36,0.888817,Floor,Thick Pile Carpet,0.5,3,9,5.875412,0.488
Roadside-V2,3Bed,0.338,1.35,0.700295,Floor,Cork Floor Tiles,0.15,3,9,5.85851,0.492
Roadside-V2,3Bed,0.341,4.5,1.122507,Floor,Thick Pile Carpet,0.5,3,9,5.863275,0.503
HD-Urban-V0,3Bed,0.362,2.7,1.138939,Ceiling,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,0.3,3,9,5.87188,0.352
HD-Urban-V1,3Bed,0.335,4.23,2.048591,Ceiling,Sprayed Cellulose Fiber (25mm on Timber Lath),0.47,3,9,5.857021,0.875
HD-Urban-V1,3Bed,0.301,2.25,0.971788,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,3,9,5.86298,0.851
GreenEdge-V3,3Bed,0.171,4.428,0.955136,Window,Insulated Glazing Unit + Fiberglass Board,0.492,3,9,5.862888,0.989
Roadside-V2,3Bed,0.406,0.27,0.926465,Window,Insulated Glazing Unit + Unpainted Brick,0.03,3,9,5.84518,0.97
Ind-Zone-V0,3Bed,0.555,0.216,1.003111,Window,Insulated Glazing Unit + Plaster on Masonry,0.024,6,9,5.867086,0.758
Roadside-V2,3Bed,0.321,2.088,1.012356,Window,Insulated Glazing Unit + Concrete Block (Coarse),0.232,6,0,5.87081,0.984
HD-Urban-V0,3Bed,0.344,0.315,1.175505,Door,Solid Wood Door + Unpainted Brick,0.035,6,9,5.85769,0.984
HD-Urban-V0,3Bed,0.424,0.18,1.133359,Wall,Acoustic Plaster,0.5,3,9,6.907356,0.474
HD-Urban-V1,3Bed,0.358,0.45,0.65285,Wall,Gypsum Board,0.05,3,9,6.42897,0.828
Roadside-V2,3Bed,0.363,0.18,0.569576,Wall,Acoustic Plaster,0.5,3,9,7.331508,0.421
HD-Urban-V1,3Bed,0.34,0.36,0.947382,Floor,Thin Carpet on Wood,0.3,6,9,7.195716,0.805
HD-Urban-V0,3Bed,0.359,2.25,0.80279,Floor,Thin Carpet on Concrete,0.25,6,9,7.472309,0.85
GreenEdge-V3,3Bed,0.249,0.63,0.900767,Floor,Wood Parquet,0.07,6,9,7.574121,0.994
HD-Urban-V0,1Bed,0.364,4.5,0.6193,Ceiling,0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass,0.5,3,9,7.074049,0.8
MD-Urban-V2,1Bed,0.29,2.43,1.372313,Ceiling,"Hardboard, 25% Perforated Over 50mm Mineral Wool",0.27,3,9,7.303623,0.908
Roadside-V1,1Bed,0.453,0.9,0.672633,Ceiling,"Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",0.1,3,9,7.38439,0.882
HD-Urban-V1,1Bed,0.286,0.792,0.811751,Window,Double Pane Glass + Unpainted Brick,0.088,3,9,6.971017,0.976
GreenEdge-V3,1Bed,0.161,2.439,0.892511,Window,Glass Block + Concrete Block (Coarse),0.271,3,9,7.164507,0.993
Roadside-V2,1Bed,0.332,3.609,0.790895,Window,Glazed Ceramic Tile + Fiberglass Board,0.401,3,9,7.229719,0.992
Roadside-V2,1Bed,0.377,0.378,0.864497,Window,Insulated Glazing Unit + Gypsum Board,0.042,3,9,6.882692,0.995
HD-Urban-V0,1Bed,0.363,0.36,0.744041,Door,Single Pane Glass Door + Plaster with Wallpaper Backing,0.04,3,9,7.047912,0.973
HD-Urban-V0,3Bed,0.424,0.45,0.659836,Wall,Gypsum Board,0.05,3,9,6.922356,0.48
HD-Urban-V1,3Bed,0.377,0.18,0.591791,Wall,Acoustic Plaster,0.5,3,9,7.530613,0.908
Roadside-V2,3Bed,0.385,0.45,1.141844,Wall,Gypsum Board,0.05,3,9,7.251508,0.895
Roadside-V2,1Bed,0.36,0.63,0.933369,Floor,Wood Parquet,0.07,3,9,6.598984,0.993
Ind-Zone-V0,1Bed,0.527,2.25,0.881981,Floor,Thin Carpet on Concrete,0.25,3,9,6.688537,0.985
Roadside-V2,1Bed,0.343,0.63,0.727829,Floor,Wood Parquet,0.07,3,9,6.601065,0.895
HD-Urban-V0,1Bed,0.378,1.35,0.496027,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,3,9,6.560312,0.975
HD-Urban-V0,1Bed,0.384,6.3,0.771463,Ceiling,Sprayed Cellulose Fiber (75mm on Solid Backing),0.7,3,9,6.924506,0.963
Ind-Zone-V0,1Bed,0.524,4.59,0.889477,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,6,9,6.969235,0.963
HD-Urban-V1,1Bed,0.316,0.378,0.866405,Window,Frosted Glass + Unpainted Brick,0.042,6,9,7.085575,0.819
HD-Urban-V1,1Bed,0.333,3.465,0.794497,Window,Wired Glass + Acoustic Plaster,0.385,6,9,6.587658,0.94
HD-Urban-V0,1Bed,0.332,0.396,0.696507,Window,Wired Glass + Plaster with Wallpaper Backing,0.044,6,9,6.517345,0.908
GreenEdge-V3,1Bed,0.19,0.864,0.702742,Window,Glazed Ceramic Tile + Wood Paneling,0.096,6,9,6.483162,0.975
Roadside-V1,1Bed,0.39,0.504,0.853685,Door,Laminated Glass Door + Unpainted Brick,0.056,6,9,6.62856,0.978
MD-Urban-V2,3Bed,0.353,0.45,0.820731,Wall,Acoustic Plaster,0.5,3,9,7.879121,0.887
Roadside-V2,3Bed,0.434,0.45,0.653881,Wall,Gypsum Board,0.05,3,9,9.212711,0.985
HD-Urban-V1,3Bed,0.393,0.45,0.749224,Wall,Gypsum Board,0.05,3,9,7.503121,0.985
Ind-Zone-V0,1Bed,0.491,4.5,0.602659,Floor,Medium Pile Carpet,0.5,6,9,6.57262,0.977
MD-Urban-V2,1Bed,0.281,0.09,0.534352,Floor,Terrazzo,0.01,6,9,6.534158,0.97
HD-Urban-V1,1Bed,0.32,0.9,0.948023,Floor,Wood Flooring on Joists,0.1,6,9,7.213702,0.487
HD-Urban-V1,1Bed,0.301,3.6,0.440619,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,0.4,6,0,7.49766,0.352
Roadside-V1,1Bed,0.461,1.35,0.732584,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,6,9,7.602841,0.369
HD-Urban-V0,2Bed,0.341,4.59,1.198793,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,3,9,6.758583,0.485
MD-Urban-V2,2Bed,0.286,4.815,1.400211,Window,Laminated Glass + Fiberglass Board,0.535,3,9,6.704067,0.494
Roadside-V1,2Bed,0.423,0.162,1.141758,Window,Insulated Glazing Unit + Painted Brick,0.018,3,9,6.957652,0.478
HD-Urban-V1,2Bed,0.323,2.556,0.809681,Window,Frosted Glass + Concrete Block (Coarse),0.284,3,9,7.004899,0.309
GreenEdge-V3,2Bed,0.167,0.09,1.625966,Window,Glass Block + Painted Brick,0.01,3,9,6.054224,0.309
Roadside-V2,2Bed,0.35,0.342,0.797474,Window,Wired Glass + Unpainted Brick,0.038,3,9,7.456386,0.466
Roadside-V2,2Bed,0.384,2.889,0.859632,Door,Plywood Door + Concrete Block (Coarse),0.321,3,9,7.017305,0.308
HD-Urban-V0,3Bed,0.479,5.85,0.667588,Wall,Fiberglass Board,0.65,3,9,8.836711,0.917
HD-Urban-V1,2Bed,0.374,2.25,0.888817,Floor,Thin Carpet on Concrete,0.25,6,9,6.120735,0.484
GreenEdge-V3,2Bed,0.156,0.09,0.700295,Floor,Terrazzo,0.01,6,9,6.747859,0.484
Roadside-V2,2Bed,0.368,4.5,0.821487,Floor,Medium Pile Carpet,0.5,6,9,7.364988,0.487
Ind-Zone-V0,2Bed,0.515,2.7,0.677238,Ceiling,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.3,6,9,5.239351,0.487
Roadside-V2,2Bed,0.352,0.72,0.822791,Ceiling,Sprayed Cellulose Fiber (25mm on Solid Backing),0.08,6,9,7.388898,0.4
HD-Urban-V0,2Bed,0.329,6.3,2.823301,Ceiling,Sprayed Cellulose Fiber (75mm on Solid Backing),0.7,6,9,3.299993,0.398
HD-Urban-V0,2Bed,0.402,0.27,0.875605,Window,Small Pane Glass + Unpainted Brick,0.03,6,9,7.276941,0.47
Ind-Zone-V0,2Bed,0.487,2.556,1.107603,Window,Frosted Glass + Concrete Block (Coarse),0.284,6,0,7.141573,0.443
HD-Urban-V1,2Bed,0.279,0.198,0.893413,Window,Large Pane Glass + Painted Brick,0.022,6,9,4.596296,0.36
HD-Urban-V1,2Bed,0.372,0.459,0.833373,Window,Single Pane Glass + Plaster on Masonry,0.051,6,9,6.998769,0.461
HD-Urban-V0,2Bed,0.327,0.162,1.207168,Door,Solid Wood Door + Painted Brick,0.018,6,9,8.464222,0.407
HD-Urban-V1,3Bed,0.354,0.45,0.606911,Wall,Gypsum Board,0.05,3,9,8.546606,0.477
GreenEdge-V3,3Bed,0.206,0.36,0.799448,Wall,Plaster with Wallpaper Backing,0.04,6,9,8.825105,0.945
Roadside-V2,3Bed,0.374,4.14,0.706485,Wall,Concrete Block (Painted),0.46,6,9,8.734798,0.828
Roadside-V1,3Bed,0.468,2.25,1.37503,Floor,Thin Carpet on Concrete,0.25,3,9,9.356314,0.308
HD-Urban-V1,3Bed,0.292,0.09,1.314993,Floor,Terrazzo,0.01,3,9,6.279564,0.421
GreenEdge-V3,3Bed,0.205,2.7,0.812749,Floor,Thin Carpet on Wood,0.3,3,9,7.747407,0.421
Roadside-V2,3Bed,0.338,1.8,1.387289,Ceiling,"Plaster Decorative Panels, Ceilings",0.2,3,9,5.810437,0.49
Roadside-V2,3Bed,0.341,1.71,1.122507,Ceiling,"Metal Deck (Perforated Channels, 25mm Batts)",0.19,3,9,6.829021,0.986
HD-Urban-V0,3Bed,0.362,3.6,1.138939,Ceiling,"Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool",0.4,3,9,5.48762,0.999
HD-Urban-V1,3Bed,0.335,0.864,2.048591,Window,Laminated Glass + Unpainted Brick,0.096,3,9,6.49876,0.904
HD-Urban-V1,3Bed,0.301,3.492,0.971788,Window,Frosted Glass + Acoustic Plaster,0.388,3,9,6.890913,0.963
GreenEdge-V3,3Bed,0.171,1.521,0.955136,Window,Laminated Glass + Wood Paneling,0.169,3,9,7.57773,0.805
Roadside-V2,3Bed,0.406,0.972,0.926465,Window,Laminated Glass + Gypsum Board,0.108,3,9,6.493331,0.975
Ind-Zone-V0,3Bed,0.555,4.023,1.003111,Door,Hollow-Core Wood Door + Acoustic Plaster,0.447,6,9,6.219117,0.917
Roadside-V1,3Bed,0.499,4.14,0.802326,Wall,Concrete Block (Painted),0.46,3,9,9.458104,0.373
HD-Urban-V1,3Bed,0.354,3.24,0.606911,Wall,Concrete Block (Coarse),0.36,3,9,9.698779,0.494
Ind-Zone-V0,3Bed,0.582,3.24,0.641861,Wall,Concrete Block (Coarse),0.36,6,9,8.700183,0.975
Ind-Zone-V0,3Bed,0.502,0.09,0.668441,Floor,Marble,0.01,6,9,6.22388,0.5
HD-Urban-V1,3Bed,0.337,0.09,1.448073,Floor,Marble,0.01,6,9,6.209021,0.392
HD-Urban-V1,3Bed,0.34,0.9,0.947382,Floor,Wood Flooring on Joists,0.1,6,9,6.21498,0.487
HD-Urban-V0,3Bed,0.359,0.54,0.80279,Ceiling,"Mineral Wool Tiles, Glued/Screwed to Soffit",0.06,6,9,6.214888,0.391
GreenEdge-V3,3Bed,0.249,3.6,0.900767,Ceiling,"Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens",0.4,6,9,6.19718,0.371
Roadside-V2,3Bed,0.341,5.85,0.650359,Wall,Fiberglass Board,0.65,6,9,8.62242,0.89
GreenEdge-V3,3Bed,0.242,0.45,0.809271,Wall,Acoustic Plaster,0.5,3,9,7.493653,0.445
Roadside-V2,3Bed,0.37,0.18,0.938472,Wall,Plaster on Masonry,0.02,3,9,7.513853,0.41
HD-Urban-V0,3Bed,0.413,3.24,1.084987,Wall,Concrete Block (Coarse),0.36,6,9,9.082104,0.491
HD-Urban-V0,3Bed,0.416,0.27,0.955175,Wall,Unpainted Brick,0.03,6,9,9.322779,0.407
Roadside-V2,3Bed,0.438,5.85,0.637905,Wall,Fiberglass Board,0.65,3,9,8.540054,0.805
HD-Urban-V0,3Bed,0.424,1.35,0.590224,Wall,Wood Paneling,0.15,3,9,5.660842,0.984
Ind-Zone-V0,3Bed,0.552,1.35,0.81772,Wall,Wood Paneling,0.15,6,9,7.482653,0.988
HD-Urban-V1,3Bed,0.369,0.45,0.96729,Wall,Acoustic Plaster,0.5,6,9,7.502853,0.738
HD-Urban-V1,3Bed,0.43,0.27,0.696802,Wall,Unpainted Brick,0.03,3,9,7.220562,0.823
HD-Urban-V1,3Bed,0.397,4.14,0.836847,Wall,Concrete Block (Painted),0.46,6,9,9.032415,0.988
HD-Urban-V1,3Bed,0.443,1.35,0.775074,Wall,Wood Paneling,0.15,6,9,8.516054,0.85
HD-Urban-V0,3Bed,0.366,3.24,0.893413,Wall,Concrete Block (Coarse),0.36,9,9,9.698779,0.484
HD-Urban-V0,1Bed,0.374,0.09,3.288831,Floor,Marble,0.01,3,9,4.997351,0.977
MD-Urban-V2,1Bed,0.284,0.09,0.747757,Floor,Marble,0.01,3,9,7.858898,0.984
Roadside-V1,1Bed,0.443,4.5,1.00057,Floor,Medium Pile Carpet,0.5,3,9,3.550993,0.996
HD-Urban-V1,1Bed,0.297,2.7,1.456917,Ceiling,Perforated Underside of Structural Steel Decking,0.3,3,9,7.626941,0.971
GreenEdge-V3,1Bed,0.197,1.26,0.667989,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,3,9,7.254573,0.992
Roadside-V2,1Bed,0.34,1.26,0.729583,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,3,9,4.626296,0.988
Roadside-V2,1Bed,0.34,0.81,0.581334,Window,Laminated Glass + Plaster on Masonry,0.09,3,9,7.465769,0.975
HD-Urban-V0,1Bed,0.346,0.684,1.184886,Window,Double Pane Glass + Plaster with Wallpaper Backing,0.076,3,9,8.658222,0.975
HD-Urban-V1,1Bed,0.279,0.144,0.678535,Window,Glass Block + Plaster on Masonry,0.016,3,9,6.97912,0.975
HD-Urban-V1,1Bed,0.294,0.261,1.852182,Window,Frosted Glass + Painted Brick,0.029,3,9,8.552674,0.963
GreenEdge-V3,1Bed,0.11,0.279,1.319664,Door,Hollow-Core Wood Door + Painted Brick,0.031,3,9,8.826686,0.985
HD-Urban-V0,3Bed,0.366,0.18,0.938472,Wall,Plaster on Masonry,0.02,6,0,8.700183,0.486
HD-Urban-V0,3Bed,0.374,0.27,0.620557,Wall,Unpainted Brick,0.03,3,9,9.118087,0.4
HD-Urban-V0,3Bed,0.419,5.85,0.574089,Wall,Fiberglass Board,0.65,3,9,8.53621,0.94
HD-Urban-V0,1Bed,0.358,2.7,1.011272,Floor,Thin Carpet on Wood,0.3,6,9,5.749437,0.491
HD-Urban-V0,1Bed,0.38,0.09,1.069614,Floor,Terrazzo,0.01,6,9,6.792021,0.493
Ind-Zone-V0,1Bed,0.506,0.63,1.173125,Floor,Wood Parquet,0.07,6,9,5.52662,0.479
HD-Urban-V1,1Bed,0.298,2.16,0.925638,Ceiling,Wood Tongue-and-Groove Roof Decking,0.24,6,9,6.85676,0.48
HD-Urban-V1,1Bed,0.309,2.7,0.670595,Ceiling,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.3,6,9,7.256913,0.473
HD-Urban-V0,1Bed,0.323,2.7,0.78047,Ceiling,Perforated Underside of Structural Steel Decking,0.3,6,9,7.22573,0.339
GreenEdge-V3,1Bed,0.181,2.511,1.068406,Window,Large Pane Glass + Concrete Block (Coarse),0.279,6,9,6.141331,0.308
Roadside-V1,1Bed,0.392,2.961,0.804372,Window,Frosted Glass + Acoustic Plaster,0.329,6,9,5.867117,0.496
GreenEdge-V3,1Bed,0.15,2.826,0.857632,Window,Double Pane Glass + Concrete Block (Coarse),0.314,6,9,5.875412,0.487
HD-Urban-V1,1Bed,0.285,3.231,1.075087,Window,Laminated Glass + Concrete Block (Painted),0.359,6,9,5.85851,0.399
HD-Urban-V0,1Bed,0.355,0.162,1.780676,Window,Small Pane Glass + Painted Brick,0.018,6,9,5.863275,0.401
Ind-Zone-V0,1Bed,0.479,0.288,0.993735,Door,Single Pane Glass Door + Unpainted Brick,0.032,6,9,5.87188,0.466
MD-Urban-V2,3Bed,0.296,0.45,0.620557,Wall,Acoustic Plaster,0.5,3,9,8.322517,0.975
HD-Urban-V0,3Bed,0.368,0.36,0.820266,Wall,Plaster with Wallpaper Backing,0.04,6,9,8.203868,0.494
Roadside-V1,2Bed,0.428,0.27,1.324776,Floor,Vinyl Tile,0.03,3,9,5.862888,0.423
HD-Urban-V1,2Bed,0.285,0.09,0.734442,Floor,Marble,0.01,3,9,5.84518,0.488
GreenEdge-V3,2Bed,0.205,1.35,0.82055,Floor,Cork Floor Tiles,0.15,3,9,5.867086,0.492
Roadside-V2,2Bed,0.323,1.8,0.950469,Ceiling,50mm Mineral Wool Behind 25% Open Area Perforated Steel,0.2,3,9,5.87081,0.503
Roadside-V2,2Bed,0.369,2.7,1.147786,Ceiling,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.3,3,9,5.85769,0.352
HD-Urban-V0,2Bed,0.371,1.8,0.808984,Ceiling,"Plaster Decorative Panels, Ceilings",0.2,3,9,5.876703,0.875
HD-Urban-V1,2Bed,0.32,2.673,1.123518,Window,Large Pane Glass + Concrete Block (Painted),0.297,3,9,5.879072,0.851
HD-Urban-V1,2Bed,0.285,0.36,1.497633,Window,Glass Block + Gypsum Board,0.04,3,9,5.846802,0.989
GreenEdge-V3,2Bed,0.145,2.88,1.070296,Window,Single Pane Glass + Concrete Block (Painted),0.32,3,9,7.195716,0.97
Roadside-V2,2Bed,0.379,0.144,0.868219,Window,Glass Block + Plaster on Masonry,0.016,3,9,7.472309,0.758
Ind-Zone-V0,2Bed,0.576,3.591,2.403237,Door,Solid Wood Door + Concrete Block (Painted),0.399,3,9,7.574121,0.984
HD-Urban-V0,3Bed,0.374,0.09,0.874472,Wall,Painted Brick,0.01,6,0,8.144542,0.398
HD-Urban-V1,3Bed,0.308,0.36,0.588546,Wall,Plaster with Wallpaper Backing,0.04,12,9,6.088201,0.466
Roadside-V1,3Bed,0.445,5.85,0.905625,Wall,Fiberglass Board,0.65,12,9,4.714912,0.99
Ind-Zone-V0,2Bed,0.536,2.7,1.224174,Floor,Thin Carpet on Wood,0.3,6,9,6.971017,0.985
HD-Urban-V1,2Bed,0.276,2.25,1.344641,Floor,Thin Carpet on Concrete,0.25,6,9,7.164507,0.805
HD-Urban-V1,2Bed,0.34,0.09,0.993926,Floor,Terrazzo,0.01,6,9,7.229719,0.85
HD-Urban-V0,2Bed,0.295,1.35,0.87457,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,6,9,6.882692,0.994
GreenEdge-V3,2Bed,0.224,4.5,0.811042,Ceiling,0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass,0.5,6,9,7.047912,0.8
Roadside-V1,2Bed,0.387,2.25,1.078341,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,6,9,7.101343,0.908
GreenEdge-V3,2Bed,0.143,3.15,0.845701,Window,Small Pane Glass + Concrete Block (Painted),0.35,6,9,6.740123,0.882
HD-Urban-V0,3Bed,0.305,2.565,1.279483,Window,Glazed Ceramic Tile + Concrete Block (Painted),0.285,3,0,6.643245,0.976
MD-Urban-V2,3Bed,0.27,0.288,1.220621,Window,Glazed Ceramic Tile + Plaster with Wallpaper Backing,0.032,3,9,6.598984,0.993
Roadside-V1,3Bed,0.445,0.36,0.961137,Window,Large Pane Glass + Plaster with Wallpaper Backing,0.04,3,9,6.688537,0.992
HD-Urban-V1,3Bed,0.335,2.565,1.169983,Window,Glazed Ceramic Tile + Concrete Block (Painted),0.285,3,9,6.601065,0.995
GreenEdge-V3,3Bed,0.166,0.9,0.834284,Door,Steel Door with Acoustic Treatment + Unpainted Brick,0.1,3,9,6.560312,0.973
HD-Urban-V0,3Bed,0.419,0.45,0.574089,Wall,Gypsum Board,0.05,3,9,7.884507,0.495
MD-Urban-V2,3Bed,0.296,0.27,0.620557,Wall,Unpainted Brick,0.03,3,9,7.920171,0.327
HD-Urban-V0,3Bed,0.407,4.5,1.183719,Floor,Thick Pile Carpet,0.5,6,9,7.085575,0.868
HD-Urban-V1,3Bed,0.259,0.63,1.124005,Floor,Wood Parquet,0.07,6,9,6.587658,0.993
HD-Urban-V1,3Bed,0.265,0.09,1.71177,Floor,Terrazzo,0.01,6,9,6.517345,0.985
GreenEdge-V3,3Bed,0.154,1.71,1.338954,Ceiling,"Metal Deck (Perforated Channels, 25mm Batts)",0.19,6,9,6.483162,0.895
Roadside-V2,3Bed,0.343,2.7,1.381141,Ceiling,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,0.3,6,9,6.62856,0.975
Ind-Zone-V0,3Bed,0.537,0.09,0.821036,Ceiling,"Plaster (Gypsum or Lime, on Masonry)",0.01,6,9,6.592654,0.963
Roadside-V2,3Bed,0.354,0.198,0.871608,Window,Large Pane Glass + Painted Brick,0.022,6,9,6.526476,0.963
HD-Urban-V0,3Bed,0.35,1.422,1.081215,Window,Double Pane Glass + Wood Paneling,0.158,6,9,6.654038,0.819
HD-Urban-V0,1Bed,0.361,3.096,0.739569,Window,Single Pane Glass + Acoustic Plaster,0.344,3,9,6.57262,0.94
MD-Urban-V2,1Bed,0.284,0.09,1.389477,Window,Glazed Ceramic Tile + Painted Brick,0.01,3,9,6.534158,0.908
Roadside-V1,1Bed,0.443,3.888,0.849159,Door,Sliding Wood Door + Acoustic Plaster,0.432,3,9,7.213702,0.975
Roadside-V2,3Bed,0.362,4.14,0.55137,Wall,Concrete Block (Painted),0.46,6,9,8.082642,0.963
HD-Urban-V0,3Bed,0.368,1.35,0.820266,Wall,Wood Paneling,0.15,6,9,7.762519,0.805
HD-Urban-V0,3Bed,0.374,0.27,0.874472,Wall,Unpainted Brick,0.03,6,9,7.77148,0.85
Roadside-V2,1Bed,0.34,0.9,0.762224,Floor,Wood Flooring on Joists,0.1,3,9,6.704067,0.898
HD-Urban-V0,1Bed,0.346,0.09,0.900085,Floor,Marble,0.01,3,9,6.957652,0.977
HD-Urban-V1,1Bed,0.279,4.5,1.193862,Floor,Medium Pile Carpet,0.5,3,9,7.004899,0.97
HD-Urban-V1,1Bed,0.294,0.72,0.914448,Ceiling,Sprayed Cellulose Fiber (25mm on Solid Backing),0.08,3,9,7.597803,0.487
GreenEdge-V3,1Bed,0.11,1.35,0.601679,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,3,9,4.215677,0.352
Roadside-V2,1Bed,0.342,2.7,1.062403,Ceiling,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.3,3,9,7.484721,0.369
Ind-Zone-V0,1Bed,0.504,0.198,1.406006,Window,Glazed Ceramic Tile + Unpainted Brick,0.022,3,9,6.503395,0.485
Roadside-V2,1Bed,0.363,0.477,1.506835,Window,Double Pane Glass + Painted Brick,0.053,3,9,6.28187,0.494
HD-Urban-V0,1Bed,0.358,0.261,0.931107,Window,Frosted Glass + Painted Brick,0.029,6,9,6.539116,0.478
HD-Urban-V0,1Bed,0.38,3.384,1.023311,Window,Double Pane Glass + Acoustic Plaster,0.376,6,9,6.156326,0.309
Ind-Zone-V0,1Bed,0.506,4.023,0.954608,Door,Hollow-Core Wood Door + Acoustic Plaster,0.447,6,9,6.874286,0.309
HD-Urban-V1,3Bed,0.331,0.45,0.5625,Wall,Acoustic Plaster,0.5,12,9,10.92829,0.421
