zone_string,apartment_type_string,floor_height_m,laeq_db,period,total_surface_sqm,element_materials_string,absorption_coefficient_by_area_m,rt60_s,n._of_sound_sources_int,average_sound_source_distance_m,spl_db,barrier_distance_m,barrier_height_m,spl_after_barrier_db,spl_after_façade_dampening_db,comfort_index_float,wall_material,window_material,door_material,floor_material,ceiling_material,element_materials_string_raw,Window_Material,Wall_Material,Door_Material,Floor_Material,Ceiling_Material
HD-Urban-V0,3Bed,6,24.94,night,162,"Window: Glass Block and Gypsum Board; Window: Wired Glass and Acoustic Plaster; Window: Frosted Glass and Acoustic Plaster; Window: Glazed Ceramic Tile and Acoustic Plaster; Door: Hollow-Core Wood Door and Painted Brick; Wall: Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Painted Brick; Wall: Fiberglass Board; Wall: Plaster on Masonry; Floor: Wood Flooring on Joists; Floor: Cork Floor Tiles; Floor: Medium Pile Carpet; Floor: Wood Flooring on Joists; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens",0.658168,0.669284,4,8.747136,3.967876,0.8,0,3.967876,3.033527,0.947,Plaster with Wallpaper Backing,Glass Block and Gypsum Board,Hollow-Core Wood Door and Painted Brick,Wood Flooring on Joists,50mm Mineral Wool Behind 25% Open Area Perforated Steel,"Window: Glass Block and Gypsum Board; Window: Wired Glass and Acoustic Plaster; Window: Frosted Glass and Acoustic Plaster; Window: Glazed Ceramic Tile and Acoustic Plaster; Door: Hollow-Core Wood Door and Painted Brick; Wall: Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Painted Brick; Wall: Fiberglass Board; Wall: Plaster on Masonry; Floor: Wood Flooring on Joists; Floor: Cork Floor Tiles; Floor: Medium Pile Carpet; Floor: Wood Flooring on Joists; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens",Glass Block and Gypsum Board,Plaster with Wallpaper Backing,Hollow-Core Wood Door and Painted Brick,Wood Flooring on Joists,50mm Mineral Wool Behind 25% Open Area Perforated Steel
Roadside-V1,3Bed,9,48.47,night,162,"Window: Glass Block and Plaster with Wallpaper Backing; Window: Insulated Glazing Unit and Acoustic Plaster; Window: Glass Block and Unpainted Brick; Window: Glazed Ceramic Tile and Concrete Block (Painted); Door: Hollow-Core Wood Door and Concrete Block (Coarse); Wall: Concrete Block (Painted); Wall: Acoustic Plaster; Wall: Fiberglass Board; Wall: Wood Paneling; Wall: Concrete Block (Painted); Floor: Cork Floor Tiles; Floor: Vinyl Tile; Floor: Thin Carpet on Wood; Floor: Cork Floor Tiles; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing); Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool",0.79378,0.601994,4,12.868223,29.760961,0.8,0,29.760961,13.527698,0.693,Concrete Block (Painted),Glass Block and Plaster with Wallpaper Backing,Hollow-Core Wood Door and Concrete Block (Coarse),Cork Floor Tiles,Sprayed Cellulose Fiber (32mm on Solid Backing),"Window: Glass Block and Plaster with Wallpaper Backing; Window: Insulated Glazing Unit and Acoustic Plaster; Window: Glass Block and Unpainted Brick; Window: Glazed Ceramic Tile and Concrete Block (Painted); Door: Hollow-Core Wood Door and Concrete Block (Coarse); Wall: Concrete Block (Painted); Wall: Acoustic Plaster; Wall: Fiberglass Board; Wall: Wood Paneling; Wall: Concrete Block (Painted); Floor: Cork Floor Tiles; Floor: Vinyl Tile; Floor: Thin Carpet on Wood; Floor: Cork Floor Tiles; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing); Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool",Glass Block and Plaster with Wallpaper Backing,Concrete Block (Painted),Hollow-Core Wood Door and Concrete Block (Coarse),Cork Floor Tiles,Sprayed Cellulose Fiber (32mm on Solid Backing)
GreenEdge-V3,3Bed,9,25.43,night,162,"Window: Small Pane Glass and Concrete Block (Coarse); Window: Wired Glass and Painted Brick; Window: Glazed Ceramic Tile and Painted Brick; Window: Frosted Glass and Painted Brick; Door: Single Pane Glass Door and Plaster with Wallpaper Backing; Wall: Fiberglass Board; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Unpainted Brick; Wall: Plaster on Masonry; Floor: Thick Pile Carpet; Floor: Medium Pile Carpet; Floor: Thin Carpet on Wood; Floor: Wood Flooring on Joists; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Sprayed Cellulose Fiber (75mm on Solid Backing)",0.724012,0.63483,4,12.868223,20.068133,0.8,0,20.068133,6.195841,0.942,Fiberglass Board,Small Pane Glass and Concrete Block (Coarse),Single Pane Glass Door and Plaster with Wallpaper Backing,Thick Pile Carpet,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)","Window: Small Pane Glass and Concrete Block (Coarse); Window: Wired Glass and Painted Brick; Window: Glazed Ceramic Tile and Painted Brick; Window: Frosted Glass and Painted Brick; Door: Single Pane Glass Door and Plaster with Wallpaper Backing; Wall: Fiberglass Board; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Unpainted Brick; Wall: Plaster on Masonry; Floor: Thick Pile Carpet; Floor: Medium Pile Carpet; Floor: Thin Carpet on Wood; Floor: Wood Flooring on Joists; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Sprayed Cellulose Fiber (75mm on Solid Backing)",Small Pane Glass and Concrete Block (Coarse),Fiberglass Board,Single Pane Glass Door and Plaster with Wallpaper Backing,Thick Pile Carpet,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)"
HD-Urban-V0,3Bed,9,47.74,day,162,"Window: Small Pane Glass and Plaster with Wallpaper Backing; Window: Large Pane Glass and Painted Brick; Window: Glazed Ceramic Tile and Unpainted Brick; Window: Insulated Glazing Unit and Wood Paneling; Window: Laminated Glass and Painted Brick; Door: Fire-Rated Door with Mineral Core and Fiberglass Board; Wall: Gypsum Board; Wall: Unpainted Brick; Wall: Unpainted Brick; Wall: Unpainted Brick; Floor: Thin Carpet on Wood; Floor: Terrazzo; Floor: Thin Carpet on Concrete; Floor: Medium Pile Carpet; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing); Ceiling: Sprayed Cellulose Fiber (25mm on Timber Lath); Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Mineral Wool Tiles, 180mm Airspace",0.322499,0.925287,5,11.516365,5.42395,0.8,0,5.42395,3.079909,0.701,Gypsum Board,Small Pane Glass and Plaster with Wallpaper Backing,Fire-Rated Door with Mineral Core and Fiberglass Board,Thin Carpet on Wood,Sprayed Cellulose Fiber (32mm on Solid Backing),"Window: Small Pane Glass and Plaster with Wallpaper Backing; Window: Large Pane Glass and Painted Brick; Window: Glazed Ceramic Tile and Unpainted Brick; Window: Insulated Glazing Unit and Wood Paneling; Window: Laminated Glass and Painted Brick; Door: Fire-Rated Door with Mineral Core and Fiberglass Board; Wall: Gypsum Board; Wall: Unpainted Brick; Wall: Unpainted Brick; Wall: Unpainted Brick; Floor: Thin Carpet on Wood; Floor: Terrazzo; Floor: Thin Carpet on Concrete; Floor: Medium Pile Carpet; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing); Ceiling: Sprayed Cellulose Fiber (25mm on Timber Lath); Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Mineral Wool Tiles, 180mm Airspace",Small Pane Glass and Plaster with Wallpaper Backing,Gypsum Board,Fire-Rated Door with Mineral Core and Fiberglass Board,Thin Carpet on Wood,Sprayed Cellulose Fiber (32mm on Solid Backing)
Roadside-V1,3Bed,9,53.78,day,162,"Window: Glass Block and Fiberglass Board; Window: Double Pane Glass and Painted Brick; Window: Insulated Glazing Unit and Gypsum Board; Window: Laminated Glass and Acoustic Plaster; Door: Solid Wood Door and Concrete Block (Coarse); Wall: Concrete Block (Coarse); Wall: Painted Brick; Wall: Fiberglass Board; Wall: Plaster with Wallpaper Backing; Wall: Concrete Block (Painted); Floor: Terrazzo; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Vinyl Tile; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing)",0.642477,0.678053,4,11.428615,13.434659,0.8,0,13.434659,3.866615,0.636,Concrete Block (Coarse),Glass Block and Fiberglass Board,Solid Wood Door and Concrete Block (Coarse),Terrazzo,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind,"Window: Glass Block and Fiberglass Board; Window: Double Pane Glass and Painted Brick; Window: Insulated Glazing Unit and Gypsum Board; Window: Laminated Glass and Acoustic Plaster; Door: Solid Wood Door and Concrete Block (Coarse); Wall: Concrete Block (Coarse); Wall: Painted Brick; Wall: Fiberglass Board; Wall: Plaster with Wallpaper Backing; Wall: Concrete Block (Painted); Floor: Terrazzo; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Vinyl Tile; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing)",Glass Block and Fiberglass Board,Concrete Block (Coarse),Solid Wood Door and Concrete Block (Coarse),Terrazzo,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind
GreenEdge-V3,3Bed,9,33.06,day,162,"Window: Insulated Glazing Unit and Gypsum Board; Window: Insulated Glazing Unit and Plaster on Masonry; Window: Laminated Glass and Unpainted Brick; Window: Frosted Glass and Unpainted Brick; Window: Single Pane Glass and Painted Brick; Door: Laminated Glass Door and Wood Paneling; Wall: Plaster with Wallpaper Backing; Wall: Unpainted Brick; Wall: Painted Brick; Wall: Plaster with Wallpaper Backing; Floor: Wood Parquet; Floor: Thick Pile Carpet; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: 50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.068086,1.303058,5,11.669426,4.385481,0.8,0,4.385481,3.045327,0.859,Plaster with Wallpaper Backing,Insulated Glazing Unit and Gypsum Board,Laminated Glass Door and Wood Paneling,Wood Parquet,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity","Window: Insulated Glazing Unit and Gypsum Board; Window: Insulated Glazing Unit and Plaster on Masonry; Window: Laminated Glass and Unpainted Brick; Window: Frosted Glass and Unpainted Brick; Window: Single Pane Glass and Painted Brick; Door: Laminated Glass Door and Wood Paneling; Wall: Plaster with Wallpaper Backing; Wall: Unpainted Brick; Wall: Painted Brick; Wall: Plaster with Wallpaper Backing; Floor: Wood Parquet; Floor: Thick Pile Carpet; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: 50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",Insulated Glazing Unit and Gypsum Board,Plaster with Wallpaper Backing,Laminated Glass Door and Wood Paneling,Wood Parquet,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity"
HD-Urban-V0,3Bed,9,54.8,day,162,"Window: Wired Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Unpainted Brick; Window: Large Pane Glass and Plaster with Wallpaper Backing; Window: Small Pane Glass and Painted Brick; Door: Double Pane Glass Door and Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Wall: Fiberglass Board; Wall: Fiberglass Board; Wall: Concrete Block (Painted); Wall: Gypsum Board; Floor: Wood Flooring on Joists; Floor: Marble; Floor: Terrazzo; Floor: Thin Carpet on Concrete; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.493976,0.774039,4,11.428615,35.204395,0.8,0,35.204395,18.692959,0.625,Acoustic Plaster,Wired Glass and Plaster with Wallpaper Backing,Double Pane Glass Door and Plaster with Wallpaper Backing,Wood Flooring on Joists,"Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens","Window: Wired Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Unpainted Brick; Window: Large Pane Glass and Plaster with Wallpaper Backing; Window: Small Pane Glass and Painted Brick; Door: Double Pane Glass Door and Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Wall: Fiberglass Board; Wall: Fiberglass Board; Wall: Concrete Block (Painted); Wall: Gypsum Board; Floor: Wood Flooring on Joists; Floor: Marble; Floor: Terrazzo; Floor: Thin Carpet on Concrete; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",Wired Glass and Plaster with Wallpaper Backing,Acoustic Plaster,Double Pane Glass Door and Plaster with Wallpaper Backing,Wood Flooring on Joists,"Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens"
Roadside-V1,3Bed,12,43.95,night,162,"Window: Frosted Glass and Concrete Block (Coarse); Window: Large Pane Glass and Concrete Block (Coarse); Window: Single Pane Glass and Gypsum Board; Window: Wired Glass and Concrete Block (Coarse); Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Wood Flooring on Joists; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plasterboard (12mm) in Suspended Ceiling Grid; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool",1.0,0.522162,4,15.417385,25.953881,0.8,0,25.953881,10.219824,0.742,Plaster with Wallpaper Backing,Frosted Glass and Concrete Block (Coarse),Steel Door with Acoustic Treatment and Unpainted Brick,Medium Pile Carpet,"Metal Deck (Perforated Channels, 75mm Batts)","Window: Frosted Glass and Concrete Block (Coarse); Window: Large Pane Glass and Concrete Block (Coarse); Window: Single Pane Glass and Gypsum Board; Window: Wired Glass and Concrete Block (Coarse); Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Wood Flooring on Joists; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plasterboard (12mm) in Suspended Ceiling Grid; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool",Frosted Glass and Concrete Block (Coarse),Plaster with Wallpaper Backing,Steel Door with Acoustic Treatment and Unpainted Brick,Medium Pile Carpet,"Metal Deck (Perforated Channels, 75mm Batts)"
GreenEdge-V3,3Bed,12,25.72,night,162,"Window: Double Pane Glass and Fiberglass Board; Window: Double Pane Glass and Fiberglass Board; Window: Small Pane Glass and Painted Brick; Window: Glazed Ceramic Tile and Acoustic Plaster; Door: Laminated Glass Door and Concrete Block (Coarse); Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster on Masonry; Wall: Concrete Block (Coarse); Wall: Gypsum Board; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Wood Flooring on Joists; Floor: Thick Pile Carpet; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Sprayed Cellulose Fiber (16mm on Solid Backing); Ceiling: Plasterboard (12mm) in Suspended Ceiling Grid; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing)",0.69067,0.651822,4,19.820254,16.691923,0.8,0,16.691923,4.729612,0.938,Unpainted Brick,Double Pane Glass and Fiberglass Board,Laminated Glass Door and Concrete Block (Coarse),Thin Carpet on Wood,"Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing","Window: Double Pane Glass and Fiberglass Board; Window: Double Pane Glass and Fiberglass Board; Window: Small Pane Glass and Painted Brick; Window: Glazed Ceramic Tile and Acoustic Plaster; Door: Laminated Glass Door and Concrete Block (Coarse); Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster on Masonry; Wall: Concrete Block (Coarse); Wall: Gypsum Board; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Wood Flooring on Joists; Floor: Thick Pile Carpet; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Sprayed Cellulose Fiber (16mm on Solid Backing); Ceiling: Plasterboard (12mm) in Suspended Ceiling Grid; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing)",Double Pane Glass and Fiberglass Board,Unpainted Brick,Laminated Glass Door and Concrete Block (Coarse),Thin Carpet on Wood,"Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing"
HD-Urban-V0,3Bed,12,20.58,night,162,"Window: Laminated Glass and Wood Paneling; Window: Large Pane Glass and Concrete Block (Painted); Window: Laminated Glass and Acoustic Plaster; Window: Small Pane Glass and Wood Paneling; Door: Fire-Rated Door with Mineral Core and Concrete Block (Painted); Wall: Gypsum Board; Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Gypsum Board; Floor: Marble; Floor: Cork Floor Tiles; Floor: Wood Parquet; Floor: Marble; Ceiling: Sprayed Cellulose Fiber (16mm on Solid Backing); Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.449426,0.808368,4,15.417385,33.116014,0.8,0,33.116014,16.674897,0.994,Gypsum Board,Laminated Glass and Wood Paneling,Fire-Rated Door with Mineral Core and Concrete Block (Painted),Marble,Sprayed Cellulose Fiber (16mm on Solid Backing),"Window: Laminated Glass and Wood Paneling; Window: Large Pane Glass and Concrete Block (Painted); Window: Laminated Glass and Acoustic Plaster; Window: Small Pane Glass and Wood Paneling; Door: Fire-Rated Door with Mineral Core and Concrete Block (Painted); Wall: Gypsum Board; Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Gypsum Board; Floor: Marble; Floor: Cork Floor Tiles; Floor: Wood Parquet; Floor: Marble; Ceiling: Sprayed Cellulose Fiber (16mm on Solid Backing); Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",Laminated Glass and Wood Paneling,Gypsum Board,Fire-Rated Door with Mineral Core and Concrete Block (Painted),Marble,Sprayed Cellulose Fiber (16mm on Solid Backing)
